,questions,answer_texts
609,"['What sex is Post Malone?', 'Where was he educated at?', 'Did he make the album Stoney?', 'What is the record label of the album?', 'Which album was it followed by?']","['male', 'Syracuse University', 'Yes', 'Republic Records', 'Beerbongs & Bentleys']"
610,"['Did the book To Kill a Mockingbird win a Pulitzer Prize?', 'In what year did it win the Pulitzer?', 'Which genre did it win for?', 'Who was the author of the book?', 'Was the book also a winner of the National Book Award for Fiction?']","['Yes', '1961', 'Fiction', 'Harper Lee', 'Yes']"
611,"['To which club did CR7 move in 2018?', 'Country of this club?', 'Did they qualify for the 2018 world cup?', 'Which national team won the world cup?', ""Did Neymar play in this nation's league then?""]","['Juventus F.C.', 'Italy', 'No', 'France national football team', 'Yes']"
612,"['Who directs The Matrix?', ""What's the sequel name?"", 'Is there The Matrix 3?', 'Hugo Weaving character name?', 'Who played as Trinity?']","['Lilly Wachowski;Lana Wachowski', 'The Matrix Reloaded', 'Yes', 'Agent Smith', 'Carrie-Anne Moss']"
613,"['What is the duration of the movie Angels & Demons ?', 'Is there a movie that follows ?', 'How many screenwriters has the movie ?', 'Is Tom Hanks part of the movie ?', 'In which country is he citizen ?']","['146 minute', 'Yes', '2', 'Yes', 'United States of America']"
614,"[""Who is the head coach for the US Men's National Soccer Team?"", 'When did he get the job?', 'When did the team start?', 'Have they ever won the world cup?', ""They've played in how many world cups?""]","['Gregg Berhalter', '29 November 2018', '1885', 'No', '10']"
615,"[""What was Pele's playing position?"", 'his national team?', 'which prize did he share with Maradona in December 2000?', 'number of world cups won when he played for Brazil?', 'name of clubs he played for?']","['forward; attacking midfielder', 'Brazil national football team', 'FIFA Player of the Century', '3', 'Santos F.C; New York Cosmos']"
616,"['Does Bradley Cooper star in American Hustle?', 'When was he born?', 'Who was the composer for the movie?', 'Did the movie win a Golden Globe award?', 'And the film length?']","['Yes', '5 January 1975', 'Danny Elfman', 'Yes', '138 minute']"
617,"['Who played Padmé Amidala in Star Wars: Episode 1?', 'Did she also play a role in Pirates of the Caribbean 1?', 'Then who played Elizabeth Swann?', 'Was she in Star Wars 1?', 'What role did she play?']","['Natalie Portman', 'No', 'Keira Knightley', 'Yes', 'Sabé']"
618,"['What movie stars Constance Wu and Henry Golding?', 'it is directed by who?', ""Who is the writer of this movie's screenplay?"", 'It premiered when?', 'is it also a book?']","['Crazy Rich Asians', 'Jon M. Chu', 'Adele Lim', '7 August 2018', 'Yes']"
619,"[""What's the name of the guy who sings lead in the band Radiohead?"", 'Who plays the drums in that band?', ""What's his date of birth?"", 'And what was the name of their first major record?', 'How many songs are on it?']","['Thom Yorke', 'Philip Selway', '23 May 1967', 'Pablo Honey', '12']"
620,"['What is the genre of the TV series Modern Family ?', 'Was How I Met Your Mother produced after Modern Family ?', 'What is the number of seasons until 2018?', 'What is the film location of the TV series?', 'In which continent is this city?']","['mockumentary;American television sitcom', 'No', '10', 'Los Angeles', 'North America']"
621,"['What movie directed by Steven Spielberg has a great white shark as the primary villain?', 'Where did the shark attack happen in Jaws?', 'Who is attacked first in Jaws?', 'What is the Chiefs name in Jaws?', 'What is the fishermans name in the movie Jaws?']","['Jaws', 'Amity Island', 'Chrissie Watkins', 'Martin Brody', 'Bartholomew Marion Quint']"
622,"['Was The Shining based on a book?', 'What year did it come out?', 'Who directed it?', 'In what location is the movie set?', 'Who wrote the screenplay?']","['yes', '1980', 'Stanley Kubrick', 'Colorado', 'Stanley Kubrick; Diane Johnson']"
623,"['Who was the creator of Star Wars?', 'When was it released?', ""What's it called?"", 'Who played Luke?', 'what actress played Leia?']","['George Lucas', '1977', 'Star Wars Episode IV: A New Hope', 'Mark Hamill', 'Carrie Fisher']"
624,"['Which club did David Beckham get started as a Trainee?', 'Which club did he move on to?', 'What was the last club he played for?', 'Who did he marry?', 'What is his size?']","['Manchester United', 'Real Madrid C.F.', 'Paris Saint-Germain', 'Victoria Beckham', '183 centimeter']"
625,"['Who directs The Matrix?', ""What's the sequel name?"", 'Any sequel to Matrix 2?', 'Who is Hugo Weaving play there?', 'Who played as Trinity?']","['Lilly Wachowski;Lana Wachowski', 'The Matrix Reloaded', 'Yes', 'Agent Smith', 'Carrie-Anne Moss']"
626,"['Who plays Ruth Langmore in Ozark?', 'Total seasons?', 'What about Daredevil?', 'Who plays as Daredevil?', 'Is he also in Infinity War?']","['Julia Garner', '2', '3', 'Charlie Cox', 'No']"
627,"['In which year did the first Witcher short story come to the market?', 'And the computer game The Witcher 1?', 'Which actor dubbed Geralt?', 'Also in the third version of the game?', 'How is the full name of Ciri?']","['1986', '2007', 'Doug Cockle', 'Yes', 'Cirilla Fiona Elen Riannon']"
628,"['When did The Beatles get together?', 'Where in England did they come from?', 'Who managed them first?', 'What was their signature hairstyle?', 'In what year did they break up?']","['1960', 'Liverpool', 'Brian Epstein', 'bowl cut', '1970']"
629,"['Which actor played JD in Scrubs?', 'And who was Turk played by?', 'What is the number of seasons that the series has?', 'And how many episodes?', 'When was the end of it?']","['Zach Braff', 'Donald Faison', '9', '182', '17 March 2010']"
630,"['Who was the novel Watership Down written by?', 'In what year was it published?', 'In what language was it written?', 'Is it a part of the speculative fiction genre?', 'Did it earn a Carnegie Medal?']","['Richard Adams', '1972', 'English', 'Yes', 'Yes']"
631,"['What was the speciality of the soccer player Zinedine Zidane?', 'Where was he born?', 'Football club founded 31 August 1899 in that city?', 'Their owner in 2018?', 'His first wife?']","['midfielder', 'Marseille', 'Olympique de Marseille', 'Frank McCourt', 'Jamie McCourt']"
632,"['When was the national football league in Germany founded ?', 'What is the number of participants in 2018?', 'Who won the season in 1999/2000?', 'Who was the head coach at this time ?', 'Number of personal awards of the coach until 2018 ?']","['23 August 1963', '18', 'FC Bayern Munich', 'Ottmar Hitzfeld', '2']"
633,"['What kind of show is Yellowstone?', 'What is the name of the actor who plays John Dutton?', ""Who's the director?"", 'What network is the show on?', 'Which state is the show suppose to be in?']","['Drama', 'Kevin Costner', 'Taylor Sheridan', 'Paramount Network', 'Montana']"
634,"['What network was Vampire Diaries on?', 'It came out when?', 'Who was the main character?', ""What was the actress's name?"", ""What's her birthday?""]","['The CW', '10 September 2009', 'Elena Gilbert', 'Nina Dobrev', '9 January 1989']"
635,"['Who plays Ruth Langmore in Ozark?', 'How many seasons?', 'What about Daredevil?', 'Actor starred as Daredevil?', 'Is Daredevil in Infinity War?']","['Julia Garner', '2', '3', 'Charlie Cox', 'No']"
636,"['What show focuses on six single people in new york city?', 'Which characters in friends are siblings?', ""Who is Ross Geller's primary love interest?"", ""Who was Ross's Geller's college roommate?"", 'What is the name of the coffee shop in friends?']","['Friends', 'Ross Geller;Monica Geller', 'Rachel Green', 'Chandler Bing', 'Central Perk']"
637,"['What team does Cristiano Ronaldo play for in 2019?', 'What country does that club represent?', 'What year was he born?', 'In what position does he play?', ""What's his sports number?""]","['Juventus F.C.', 'Italy', '1985', 'Forward', '7']"
638,"['Which director was in charge of the Forrest Gump Movie?', 'and who was the main actor?', 'What war was the movie about?', 'And the year it was released?', 'Did the movie get any big awards?']","['Robert Zemeckis', 'Tom Hanks', 'Vietnam War', '1994', 'Academy Award for Best Picture']"
639,"['In what year was the film Black Panther released?', 'Black Panther played by who?', 'Is the movie part of MCU?', 'Which person directed this movie?', 'Does Black Panther show up in other movies?']","['2018', 'Chadwick Boseman', 'Yes', 'Ryan Coogler', 'Yes']"
640,"['Who is the creator of the television series House?', 'Which role did Hugh Laurie play?', 'How many seasons?', 'Which series style?', 'Ending date?']","['David Shore', 'Gregory House', '8', 'Medical drama', '21 May 2012']"
641,"['When was The Wizard of Oz first released in theaters?', 'Who played Dorothy in it?', 'And who wrote the book it was based on?', 'The name of the song she sings in the movie is?', 'And who wrote the song?']","['25 August 1939', 'Judy Garland', 'L. Frank Baum', 'Over the Rainbow', 'Harold Arlen;Yip Harburg']"
642,"['The movie Black Panther was released during what year?', 'What actor was Black Panther?', 'Does the larger Marvel universe include Black Panther?', 'Which person directed this movie?', 'Has Black Panther been in other Marvel films?']","['2018', 'Chadwick Boseman', 'Yes', 'Ryan Coogler', 'Yes']"
643,"[""In what year was Ender's Game written?"", 'Who is the author?', ""What is the book's genre?"", 'Is it one book within a series?', 'The series consists of how many books?']","['1985', 'Orson Scott Card', 'science fiction', 'Yes', '6']"
644,"['Who was the creator of Law and Order?', 'Which network was Law and Order on orginally?', 'Who played Jack McCoy?', 'Who did Chris Noth play on Law and Order?', 'How many seasons was Law and Order?']","['Dick Wolf', 'NBC', 'Sam Waterston', 'Mike Logan', '20']"
645,"['What is the inception date of the national football league in Germany ?', 'How many teams play in this league in 2018 ?', 'Who won the season in 1999/2000?', 'What is the name of the trainer that wons the leage in 1999/2000 ?', 'Number of personal awards of the coach until 2018 ?']","['23 August 1963', '18', 'FC Bayern Munich', 'Ottmar Hitzfeld', '2']"
646,"['What year was Taylor Swift born in?', 'What genre of music does she perform?', 'What was her first number one hit?', 'What year was that song released?', 'What was the name of the album it was released from?']","['1989', 'country;pop', 'Our Song', '2007', 'Taylor Swift']"
647,"[""Who is the author of the book Charlotte's Web?"", ""Who is the publisher of Charlotte's Web?"", 'When was the book published?', 'What award did the book get?', 'What country was the book written?']","['E. B. White', 'Haper', '1952', 'Newbery Medal', 'United States of America']"
648,"['Name the songwriter of Something Just Like This.', 'Performers of the single?', 'Did they perform together in other songs before 2019?', 'Album of the song?', 'Publication date of the album?']","['Chris Martin', 'The Chainsmokers;Coldplay', 'No', 'Memories...Do Not Open', '7 April 2017']"
649,"[""Who is the author of Hitchhiker's guide to the galaxy?"", 'Is the author of the book still alive?', 'Who is the author of the last part of the books series?', 'Did he write anything else that he is known for?', ""Did he write the last part of the The Hitchhiker's Guide to the Galaxy series after Artemis Fowl was released?""]","['Douglas Adams', 'No', 'Eoin Colfer', 'Artemis Fowl', 'Yes']"
650,"['Which club did David Beckham get started as a Trainee?', 'Which club did he move on to?', 'What was the last club he played for?', 'Who did he marry?', 'How tall is he?']","['Manchester United', 'Real Madrid C.F.', 'Paris Saint-Germain', 'Victoria Beckham', '183 centimeter']"
651,"['Whom did Patrick Steward play in the series ""Star Trek""?', 'And Pickard worked as whom?', 'Was there anyone else playing Pickard?', 'Who then?', 'which episode was it in?']","['Jean-Luc Picard', 'commanding officer', 'Yes', 'David Birkin', 'Rascals']"
